No,year,month,day,hour,pm25,TEMP,PRES,cbwd
7736,2010,11,19,7,466,-1,1016,NW
7737,2010,11,19,8,466,2,1017,NW
7738,2010,11,19,9,501,4,1016,NW
7739,2010,11,19,10,559,7,1016,cv
7740,2010,11,19,11,557,9,1015,cv
7741,2010,11,19,12,540,11,1014,SE
7742,2010,11,19,13,364,12,1012,SE
7743,2010,11,19,14,230,12,1011,SE
7744,2010,11,19,15,185,13,1011,SE
7745,2010,11,19,16,135,10,1011,cv
7746,2010,11,19,17,95,8,1011,SE
7747,2010,11,19,18,106,4,1011,SE
7748,2010,11,19,19,123,3,1012,NE
7749,2010,11,19,20,159,6,1012,SE
7750,2010,11,19,21,192,5,1012,cv
7751,2010,11,19,22,277,5,1012,cv
7752,2010,11,19,23,371,2,1012,NW
7753,2010,11,20,0,454,1,1012,NE
7754,2010,11,20,1,422,1,1012,NW
7755,2010,11,20,2,389,1,1012,NW
7756,2010,11,20,3,328,0,1011,NW
7757,2010,11,20,4,296,0,1011,NW
7758,2010,11,20,5,282,1,1011,NW
7759,2010,11,20,6,286,0,1012,NW
7760,2010,11,20,7,271,0,1012,NW
7761,2010,11,20,8,262,3,1013,NW
7762,2010,11,20,9,224,4,1013,NW
7763,2010,11,20,10,200,8,1013,NW
7764,2010,11,20,11,202,10,1012,NW
7765,2010,11,20,12,219,11,1011,cv
7766,2010,11,20,13,214,12,1010,cv
7767,2010,11,20,14,200,13,1010,cv
7768,2010,11,20,15,207,13,1009,cv
7769,2010,11,20,16,217,11,1009,SE
7770,2010,11,20,17,241,9,1009,SE
7771,2010,11,20,18,280,7,1010,cv
7772,2010,11,20,19,306,5,1010,cv
7773,2010,11,20,20,353,5,1010,cv
7774,2010,11,20,21,395,4,1010,cv
7775,2010,11,20,22,432,3,1010,cv
7776,2010,11,20,23,438,3,1009,cv
7777,2010,11,21,0,433,2,1009,NE
7778,2010,11,21,1,462,2,1009,cv
7779,2010,11,21,2,439,1,1008,NW
7780,2010,11,21,3,398,2,1008,NW
7781,2010,11,21,4,355,2,1008,NW
7782,2010,11,21,5,316,3,1008,NW
7783,2010,11,21,6,287,4,1009,NW
7784,2010,11,21,7,210,8,1011,NW
7785,2010,11,21,8,139,10,1012,NW
7786,2010,11,21,9,31,9,1014,NW
7787,2010,11,21,10,28,9,1015,NW
7788,2010,11,21,11,19,9,1015,NW
7789,2010,11,21,12,16,10,1015,NW
7790,2010,11,21,13,14,10,1015,NW
7791,2010,11,21,14,10,10,1015,NW
7792,2010,11,21,15,8,9,1017,NW
7793,2010,11,21,16,10,9,1017,NW
7794,2010,11,21,17,11,7,1018,NW
7795,2010,11,21,18,11,7,1019,NW
7796,2010,11,21,19,12,6,1020,NW
7797,2010,11,21,20,18,2,1020,NW
7798,2010,11,21,21,19,2,1021,NW
7799,2010,11,21,22,11,0,1021,NW
7800,2010,11,21,23,24,0,1021,NE
7801,2010,11,22,0,19,1,1021,SE
7802,2010,11,22,1,25,-2,1021,cv
7803,2010,11,22,2,23,-1,1021,cv
7804,2010,11,22,3,49,-3,1021,SE
7805,2010,11,22,4,55,-5,1021,cv
7806,2010,11,22,5,68,-6,1021,cv
7807,2010,11,22,6,66,-4,1021,cv
7808,2010,11,22,7,73,-5,1021,NW
7809,2010,11,22,8,69,-2,1022,NW
7810,2010,11,22,9,80,4,1023,NW
7811,2010,11,22,10,46,5,1023,NW
7812,2010,11,22,11,98.61321455,7,1022,NW
7813,2010,11,22,12,98.61321455,9,1021,NW
7814,2010,11,22,13,33,9,1020,NW
7815,2010,11,22,14,24,10,1020,cv
7816,2010,11,22,15,28,10,1020,cv
7817,2010,11,22,16,43,8,1020,SE
7818,2010,11,22,17,73,5,1020,SE
7819,2010,11,22,18,69,4,1021,SE
7820,2010,11,22,19,74,2,1021,SE
7821,2010,11,22,20,91,1,1021,cv
7822,2010,11,22,21,123,0,1021,cv
7823,2010,11,22,22,181,-1,1022,NE
7824,2010,11,22,23,223,-1,1022,cv
7825,2010,11,23,0,228,-3,1022,SE
7826,2010,11,23,1,249,-2,1021,cv
7827,2010,11,23,2,236,-2,1021,cv
7828,2010,11,23,3,218,-1,1021,cv
7829,2010,11,23,4,222,-2,1021,cv
7830,2010,11,23,5,238,-3,1021,cv
7831,2010,11,23,6,225,-4,1021,NE
7832,2010,11,23,7,244,-2,1021,cv
7833,2010,11,23,8,232,-1,1021,NE
7834,2010,11,23,9,203,3,1022,cv
7835,2010,11,23,10,213,3,1021,cv
7836,2010,11,23,11,241,6,1020,SE
7837,2010,11,23,12,238,7,1020,cv
7838,2010,11,23,13,213,7,1019,SE
7839,2010,11,23,14,214,8,1018,SE
7840,2010,11,23,15,201,8,1017,SE
7841,2010,11,23,16,208,7,1018,cv
7842,2010,11,23,17,217,5,1018,cv
7843,2010,11,23,18,258,3,1018,NE
7844,2010,11,23,19,251,4,1019,NW
7845,2010,11,23,20,235,5,1019,NW
7846,2010,11,23,21,240,2,1019,NW
7847,2010,11,23,22,253,3,1020,NW
7848,2010,11,23,23,264,3,1020,NW
7849,2010,11,24,0,256,-1,1020,NW
7850,2010,11,24,1,238,-1,1019,NW
7851,2010,11,24,2,223,-1,1019,NW
7852,2010,11,24,3,225,-1,1020,NW
7853,2010,11,24,4,194,0,1020,NW
7854,2010,11,24,5,181,0,1020,cv
7855,2010,11,24,6,88,-1,1021,NW
7856,2010,11,24,7,27,5,1022,NW
7857,2010,11,24,8,19,5,1023,NW
7858,2010,11,24,9,17,6,1025,NW
7859,2010,11,24,10,17,5,1026,NW
7860,2010,11,24,11,17,6,1026,NW
7861,2010,11,24,12,18,6,1026,NW
7862,2010,11,24,13,17,7,1025,NW
7863,2010,11,24,14,16,6,1025,NW
7864,2010,11,24,15,12,6,1025,NW
7865,2010,11,24,16,13,6,1026,NW
7866,2010,11,24,17,16,5,1026,NW
7867,2010,11,24,18,12,4,1027,NW
7868,2010,11,24,19,30,3,1028,NW
7869,2010,11,24,20,19,2,1028,NW
7870,2010,11,24,21,22,0,1029,NW
7871,2010,11,24,22,22,0,1029,NE
7872,2010,11,24,23,23,-3,1029,NW
7873,2010,11,25,0,16,-4,1029,NW
7874,2010,11,25,1,26,-3,1029,NW
7875,2010,11,25,2,24,-4,1029,cv
7876,2010,11,25,3,20,-5,1029,NW
7877,2010,11,25,4,28,-3,1028,NW
7878,2010,11,25,5,23,-4,1028,NW
7879,2010,11,25,6,22,-6,1028,cv
7880,2010,11,25,7,45,-7,1028,NE
7881,2010,11,25,8,62,-4,1028,NW
7882,2010,11,25,9,63,-2,1028,NW
7883,2010,11,25,10,80,0,1027,NW
7884,2010,11,25,11,55,3,1026,cv
7885,2010,11,25,12,49,5,1025,cv
7886,2010,11,25,13,54,6,1024,SE
7887,2010,11,25,14,57,7,1023,SE
7888,2010,11,25,15,54,7,1022,SE
7889,2010,11,25,16,52,6,1022,SE
7890,2010,11,25,17,63,5,1022,cv
7891,2010,11,25,18,105,1,1023,NE
7892,2010,11,25,19,106,-3,1023,NE
7893,2010,11,25,20,104,-2,1024,NE
7894,2010,11,25,21,146,-4,1024,NE
7895,2010,11,25,22,177,-2,1024,NE
7896,2010,11,25,23,168,-3,1024,NW
7897,2010,11,26,0,142,-2,1024,NW
7898,2010,11,26,1,120,-6,1023,NW
7899,2010,11,26,2,94,-5,1022,NW
7900,2010,11,26,3,89,-4,1022,NW
7901,2010,11,26,4,85,-5,1022,cv
7902,2010,11,26,5,62,-6,1021,NW
7903,2010,11,26,6,70,-6,1021,NW
7904,2010,11,26,7,80,-6,1021,NW
7905,2010,11,26,8,94,-6,1020,cv
7906,2010,11,26,9,93,-2,1020,NW
7907,2010,11,26,10,96,-1,1019,NW
7908,2010,11,26,11,96,1,1017,NW
7909,2010,11,26,12,124,3,1015,cv
7910,2010,11,26,13,137,3,1014,NE
7911,2010,11,26,14,127,4,1012,cv
7912,2010,11,26,15,130,4,1012,cv
7913,2010,11,26,16,135,4,1012,NW
7914,2010,11,26,17,127,3,1012,cv
7915,2010,11,26,18,148,3,1013,NW
7916,2010,11,26,19,159,2,1013,NW
7917,2010,11,26,20,206,-2,1013,cv
7918,2010,11,26,21,174,-3,1014,cv
7919,2010,11,26,22,156,-3,1014,cv
7920,2010,11,26,23,56,8,1014,NW
7921,2010,11,27,0,43,7,1015,NW
7922,2010,11,27,1,61,6,1017,NW
7923,2010,11,27,2,69,4,1018,NW
7924,2010,11,27,3,49,3,1019,NW
7925,2010,11,27,4,30,2,1019,NW
7926,2010,11,27,5,21,1,1020,NW
7927,2010,11,27,6,12,1,1021,NW
7928,2010,11,27,7,20,0,1022,NW
7929,2010,11,27,8,19,0,1024,NW
7930,2010,11,27,9,12,1,1025,NW
7931,2010,11,27,10,13,2,1026,NW
7932,2010,11,27,11,11,2,1025,NW
7933,2010,11,27,12,8,3,1025,NW
7934,2010,11,27,13,7,4,1024,NW
7935,2010,11,27,14,8,4,1024,NW
7936,2010,11,27,15,9,3,1024,NW
7937,2010,11,27,16,12,3,1024,NW
7938,2010,11,27,17,18,1,1024,NE
7939,2010,11,27,18,32,0,1024,SE
7940,2010,11,27,19,43,-2,1025,SE
7941,2010,11,27,20,41,-2,1026,SE
7942,2010,11,27,21,35,-3,1026,SE
7943,2010,11,27,22,45,-3,1026,SE
7944,2010,11,27,23,46,-4,1026,cv
7945,2010,11,28,0,47,-5,1026,SE
7946,2010,11,28,1,59,-4,1025,SE
7947,2010,11,28,2,83,-4,1025,SE
7948,2010,11,28,3,74,-5,1024,cv
7949,2010,11,28,4,74,-5,1024,cv
7950,2010,11,28,5,74,-5,1023,cv
7951,2010,11,28,6,64,-6,1023,SE
7952,2010,11,28,7,79,-6,1022,SE
7953,2010,11,28,8,97,-6,1022,NE
7954,2010,11,28,9,142,-3,1023,SE
7955,2010,11,28,10,150,-1,1022,cv
7956,2010,11,28,11,173,1,1021,NW
7957,2010,11,28,12,136,3,1020,cv
7958,2010,11,28,13,141,4,1020,cv
7959,2010,11,28,14,148,5,1019,cv
7960,2010,11,28,15,184,5,1019,NE
7961,2010,11,28,16,202,4,1019,NE
7962,2010,11,28,17,229,1,1019,SE
7963,2010,11,28,18,268,0,1020,SE
7964,2010,11,28,19,281,-1,1021,cv
7965,2010,11,28,20,316,-3,1021,cv
7966,2010,11,28,21,354,-2,1021,SE
7967,2010,11,28,22,360,-3,1021,cv
7968,2010,11,28,23,379,-3,1021,cv
7969,2010,11,29,0,443,-5,1021,cv
7970,2010,11,29,1,418,-6,1022,NE
7971,2010,11,29,2,376,-2,1021,cv
7972,2010,11,29,3,309,-3,1021,cv
7973,2010,11,29,4,248,-4,1021,NW
7974,2010,11,29,5,166,-4,1021,NW
7975,2010,11,29,6,154,-4,1020,NW
7976,2010,11,29,7,159,-3,1020,NW
7977,2010,11,29,8,144,0,1020,NW
7978,2010,11,29,9,124,1,1020,cv
7979,2010,11,29,10,121,2,1020,NW
7980,2010,11,29,11,121,2,1020,NW
7981,2010,11,29,12,136,3,1018,NW
7982,2010,11,29,13,130,4,1018,NW
7983,2010,11,29,14,103,4,1017,NW
7984,2010,11,29,15,98,4,1017,cv
7985,2010,11,29,16,111,4,1017,cv
7986,2010,11,29,17,130,2,1017,cv
7987,2010,11,29,18,168,-1,1018,cv
7988,2010,11,29,19,179,0,1018,cv
7989,2010,11,29,20,173,-2,1019,cv
7990,2010,11,29,21,174,-1,1019,NW
7991,2010,11,29,22,172,-2,1020,NW
7992,2010,11,29,23,213,-1,1020,NW
7993,2010,11,30,0,236,-2,1020,NW
7994,2010,11,30,1,267,-3,1020,NW
7995,2010,11,30,2,237,-3,1019,NW
7996,2010,11,30,3,236,-3,1019,NW
7997,2010,11,30,4,198,-4,1019,NW
7998,2010,11,30,5,176,-5,1019,NW
7999,2010,11,30,6,159,-4,1019,cv
8000,2010,11,30,7,170,-5,1019,cv
8001,2010,11,30,8,164,-4,1020,cv
8002,2010,11,30,9,170,-2,1020,NE
8003,2010,11,30,10,182,-1,1021,cv
8004,2010,11,30,11,240,0,1020,cv
8005,2010,11,30,12,256,1,1019,cv
8006,2010,11,30,13,261,2,1017,SE
8007,2010,11,30,14,247,3,1017,SE
8008,2010,11,30,15,242,3,1016,cv
8009,2010,11,30,16,237,2,1016,SE
8010,2010,11,30,17,236,2,1016,cv
8011,2010,11,30,18,247,2,1017,SE
8012,2010,11,30,19,234,2,1017,SE
8013,2010,11,30,20,245,2,1018,cv
8014,2010,11,30,21,243,2,1018,cv
8015,2010,11,30,22,249,2,1017,SE
8016,2010,11,30,23,249,2,1017,SE
8017,2010,12,1,0,259,1,1017,cv
8018,2010,12,1,1,256,1,1016,cv
8019,2010,12,1,2,252,1,1016,cv
8020,2010,12,1,3,248,1,1016,cv
8021,2010,12,1,4,239,1,1015,cv
8022,2010,12,1,5,238,1,1015,cv
8023,2010,12,1,6,239,1,1015,SE
8024,2010,12,1,7,245,0,1015,NE
8025,2010,12,1,8,235,0,1015,cv
8026,2010,12,1,9,233,0,1015,cv
8027,2010,12,1,10,248,0,1015,cv
8028,2010,12,1,11,258,0,1014,NE
8029,2010,12,1,12,264,1,1012,NE
8030,2010,12,1,13,261,1,1012,cv
8031,2010,12,1,14,276,1,1011,cv
8032,2010,12,1,15,268,1,1010,cv
8033,2010,12,1,16,259,1,1010,cv
8034,2010,12,1,17,257,1,1010,cv
8035,2010,12,1,18,266,1,1011,NE
8036,2010,12,1,19,271,1,1011,cv
8037,2010,12,1,20,264,1,1012,NW
8038,2010,12,1,21,288,0,1012,NW
8039,2010,12,1,22,284,0,1012,NW
8040,2010,12,1,23,275,0,1012,NW
8041,2010,12,2,0,270,0,1012,NW
8042,2010,12,2,1,259,0,1012,NW
8043,2010,12,2,2,240,0,1012,NW
8044,2010,12,2,3,218,0,1013,NW
8045,2010,12,2,4,235,1,1012,NW
8046,2010,12,2,5,142,6,1013,NW
8047,2010,12,2,6,128,8,1013,NW
8048,2010,12,2,7,85,7,1015,NW
8049,2010,12,2,8,71,8,1016,NW
8050,2010,12,2,9,61,8,1016,NW
8051,2010,12,2,10,39,6,1017,NW
8052,2010,12,2,11,33,5,1019,NW
8053,2010,12,2,12,26,4,1020,NW
8054,2010,12,2,13,22,3,1021,NW
8055,2010,12,2,14,14,3,1021,NW
8056,2010,12,2,15,19,3,1022,NW
8057,2010,12,2,16,12,2,1023,NW
8058,2010,12,2,17,14,2,1024,NW
8059,2010,12,2,18,13,1,1025,NW
8060,2010,12,2,19,17,-1,1026,NE
8061,2010,12,2,20,21,-1,1026,NW
8062,2010,12,2,21,17,-2,1027,NE
8063,2010,12,2,22,25,-2,1027,NE
8064,2010,12,2,23,23,-3,1027,NW
8065,2010,12,3,0,15,-3,1027,NE
8066,2010,12,3,1,23,-3,1026,NW
8067,2010,12,3,2,22,-4,1026,cv
8068,2010,12,3,3,16,-5,1026,NW
8069,2010,12,3,4,11,-4,1025,NW
8070,2010,12,3,5,13,-5,1025,NW
8071,2010,12,3,6,28,-6,1025,NE
8072,2010,12,3,7,36,-5,1025,NE
8073,2010,12,3,8,41,-7,1025,NE
8074,2010,12,3,9,107,-3,1025,SE
8075,2010,12,3,10,72,-1,1025,SE
8076,2010,12,3,11,72,1,1025,SE
8077,2010,12,3,12,72,2,1023,NE
8078,2010,12,3,13,73,5,1022,SE
8079,2010,12,3,14,65,6,1020,SE
8080,2010,12,3,15,58,4,1019,cv
8081,2010,12,3,16,71,3,1019,NE
8082,2010,12,3,17,69,-1,1018,NW
8083,2010,12,3,18,88,-2,1018,NE
8084,2010,12,3,19,146,-3,1018,SE
8085,2010,12,3,20,162,-4,1018,NE
8086,2010,12,3,21,174,-2,1017,cv
8087,2010,12,3,22,193,-4,1017,cv
8088,2010,12,3,23,167,-5,1016,NW
8089,2010,12,4,0,193,-5,1015,NW
8090,2010,12,4,1,167,-4,1015,NW
8091,2010,12,4,2,145,-5,1014,NW
8092,2010,12,4,3,128,-3,1014,NW
8093,2010,12,4,4,129,-5,1013,NW
8094,2010,12,4,5,122,-3,1013,NW
8095,2010,12,4,6,158,-3,1012,NW
8096,2010,12,4,7,154,-5,1013,NW
8097,2010,12,4,8,133,-5,1013,cv
8098,2010,12,4,9,100,-1,1013,NW
8099,2010,12,4,10,113,2,1013,cv
8100,2010,12,4,11,139,3,1013,NW
8101,2010,12,4,12,120,5,1012,NE
8102,2010,12,4,13,116,6,1011,NW
8103,2010,12,4,14,118,7,1010,cv
8104,2010,12,4,15,121,7,1009,cv
8105,2010,12,4,16,127,6,1009,cv
8106,2010,12,4,17,173,4,1009,cv
8107,2010,12,4,18,216,0,1010,SE
8108,2010,12,4,19,233,0,1010,cv
8109,2010,12,4,20,248,-1,1011,cv
8110,2010,12,4,21,281,-2,1011,cv
8111,2010,12,4,22,273,-3,1012,NW
8112,2010,12,4,23,309,-3,1012,NE
8113,2010,12,5,0,322,-1,1012,NW
8114,2010,12,5,1,271,-1,1013,NW
8115,2010,12,5,2,204,-1,1013,NW
8116,2010,12,5,3,169,-3,1013,NW
8117,2010,12,5,4,130,-3,1013,NW
8118,2010,12,5,5,161,-2,1014,NW
8119,2010,12,5,6,153,-2,1014,NW
8120,2010,12,5,7,125,0,1015,NW
8121,2010,12,5,8,113,2,1016,NW
8122,2010,12,5,9,35,5,1018,NW
8123,2010,12,5,10,22,9,1019,NE
8124,2010,12,5,11,16,12,1019,NW
8125,2010,12,5,12,18,12,1020,NW
8126,2010,12,5,13,27,13,1020,NW
8127,2010,12,5,14,16,11,1021,NW
8128,2010,12,5,15,22,11,1022,NW
8129,2010,12,5,16,11,9,1023,NW
8130,2010,12,5,17,9,7,1025,NW
8131,2010,12,5,18,10,6,1027,NW
8132,2010,12,5,19,10,5,1028,NW
8133,2010,12,5,20,11,4,1030,NW
8134,2010,12,5,21,11,4,1030,NW
8135,2010,12,5,22,8,3,1031,NW
8136,2010,12,5,23,9,3,1032,NW
8137,2010,12,6,0,11,2,1032,NW
8138,2010,12,6,1,9,1,1032,NW
8139,2010,12,6,2,9,2,1032,NW
8140,2010,12,6,3,10,1,1033,NW
8141,2010,12,6,4,10,0,1033,NW
8142,2010,12,6,5,9,0,1033,NW
8143,2010,12,6,6,9,0,1032,NW
8144,2010,12,6,7,17,-1,1033,NW
8145,2010,12,6,8,15,-1,1034,NW
8146,2010,12,6,9,15,0,1035,NW
8147,2010,12,6,10,19,1,1035,NW
8148,2010,12,6,11,15,2,1034,NW
8149,2010,12,6,12,15,3,1033,NW
8150,2010,12,6,13,13,4,1031,NW
8151,2010,12,6,14,16,4,1031,NW
8152,2010,12,6,15,14,4,1030,NW
8153,2010,12,6,16,13,4,1029,NW
8154,2010,12,6,17,12,4,1029,NW
8155,2010,12,6,18,16,3,1029,NW
8156,2010,12,6,19,20,4,1028,SE
8157,2010,12,6,20,32,3,1028,SE
8158,2010,12,6,21,40,2,1027,SE
8159,2010,12,6,22,46,1,1027,SE
8160,2010,12,6,23,44,1,1026,SE
8161,2010,12,7,0,61,2,1025,SE
8162,2010,12,7,1,53,-2,1025,cv
8163,2010,12,7,2,45,1,1024,NW
8164,2010,12,7,3,43,1,1023,SE
8165,2010,12,7,4,43,1,1022,SE
8166,2010,12,7,5,46,2,1021,NW
8167,2010,12,7,6,76,-3,1021,SE
8168,2010,12,7,7,94,-3,1020,SE
8169,2010,12,7,8,127,-3,1020,SE
8170,2010,12,7,9,68,2,1019,SE
8171,2010,12,7,10,74,5,1019,NW
8172,2010,12,7,11,27,6,1018,SE
8173,2010,12,7,12,23,7,1016,NW
8174,2010,12,7,13,83,7,1014,SE
8175,2010,12,7,14,41,7,1013,SE
8176,2010,12,7,15,50,6,1013,SE
8177,2010,12,7,16,46,6,1012,SE
8178,2010,12,7,17,53,4,1012,SE
8179,2010,12,7,18,41,4,1012,SE
8180,2010,12,7,19,50,4,1012,SE
8181,2010,12,7,20,49,5,1012,SE
8182,2010,12,7,21,56,5,1012,SE
8183,2010,12,7,22,52,1,1012,NE
8184,2010,12,7,23,67,-3,1012,NW
8185,2010,12,8,0,93,-1,1012,SE
8186,2010,12,8,1,100,-1,1012,cv
8187,2010,12,8,2,73,0,1013,NW
8188,2010,12,8,3,46,0,1013,NW
8189,2010,12,8,4,40,2,1014,NW
8190,2010,12,8,5,62,2,1014,NW
8191,2010,12,8,6,29,2,1015,NW
8192,2010,12,8,7,28,0,1016,NE
8193,2010,12,8,8,19,-2,1017,NE
8194,2010,12,8,9,26,2,1017,NW
8195,2010,12,8,10,38,5,1017,NW
8196,2010,12,8,11,36,6,1017,NW
8197,2010,12,8,12,27,6,1016,NW
8198,2010,12,8,13,21,7,1015,cv
8199,2010,12,8,14,16,7,1015,NW
8200,2010,12,8,15,13,8,1015,NW
8201,2010,12,8,16,9,7,1015,NW
8202,2010,12,8,17,18,6,1016,NW
8203,2010,12,8,18,13,5,1016,NW
8204,2010,12,8,19,20,4,1016,NW
8205,2010,12,8,20,29,1,1017,NW
8206,2010,12,8,21,61,1,1017,cv
8207,2010,12,8,22,52,-2,1017,SE
8208,2010,12,8,23,77,-1,1016,SE
8209,2010,12,9,0,116,-2,1016,SE
8210,2010,12,9,1,126,-2,1016,cv
8211,2010,12,9,2,132,-2,1015,SE
8212,2010,12,9,3,151,-3,1015,SE
8213,2010,12,9,4,158,-2,1014,SE
8214,2010,12,9,5,152,-3,1014,SE
8215,2010,12,9,6,154,-3,1014,cv
8216,2010,12,9,7,155,-3,1014,SE
8217,2010,12,9,8,185,-3,1014,SE
8218,2010,12,9,9,146,-1,1014,cv
8219,2010,12,9,10,159,0,1014,cv
8220,2010,12,9,11,212,2,1012,SE
8221,2010,12,9,12,209,3,1011,SE
8222,2010,12,9,13,215,4,1009,SE
8223,2010,12,9,14,211,5,1008,cv
8224,2010,12,9,15,218,5,1007,SE
8225,2010,12,9,16,220,4,1007,SE
8226,2010,12,9,17,238,2,1006,cv
8227,2010,12,9,18,243,0,1007,NW
8228,2010,12,9,19,257,1,1006,cv
8229,2010,12,9,20,257,2,1007,NW
8230,2010,12,9,21,254,1,1006,NW
8231,2010,12,9,22,246,0,1005,NW
8232,2010,12,9,23,241,0,1005,NW
8233,2010,12,10,0,230,-2,1004,NW
8234,2010,12,10,1,218,-2,1003,NW
8235,2010,12,10,2,215,-2,1003,NW
8236,2010,12,10,3,212,-1,1003,NW
8237,2010,12,10,4,231,-3,1002,NW
8238,2010,12,10,5,237,-1,1002,NW
8239,2010,12,10,6,230,-2,1002,NW
8240,2010,12,10,7,231,-3,1002,cv
8241,2010,12,10,8,221,2,1002,SE
8242,2010,12,10,9,180,7,1003,NW
8243,2010,12,10,10,38,7,1005,NW
8244,2010,12,10,11,29,6,1007,NW
8245,2010,12,10,12,35,6,1006,NW
8246,2010,12,10,13,28,7,1008,NW
8247,2010,12,10,14,25,4,1011,NW
8248,2010,12,10,15,25,4,1013,NW
8249,2010,12,10,16,19,2,1014,NW
8250,2010,12,10,17,18,1,1017,NW
8251,2010,12,10,18,13,0,1019,NW
8252,2010,12,10,19,10,-1,1020,NW
8253,2010,12,10,20,11,-1,1021,NW
8254,2010,12,10,21,14,-2,1021,NW
8255,2010,12,10,22,16,-3,1022,NW
8256,2010,12,10,23,19,-3,1022,NW
8257,2010,12,11,0,17,-4,1023,NW
8258,2010,12,11,1,36,-3,1023,NW
8259,2010,12,11,2,18,-5,1023,cv
8260,2010,12,11,3,14,-5,1023,NW
8261,2010,12,11,4,16,-6,1023,NW
8262,2010,12,11,5,22,-10,1023,NW
8263,2010,12,11,6,23,-6,1023,NW
8264,2010,12,11,7,19,-6,1023,NW
8265,2010,12,11,8,23,-6,1024,SE
8266,2010,12,11,9,35,-3,1024,SE
8267,2010,12,11,10,47,-1,1023,SE
8268,2010,12,11,11,40,1,1023,SE
8269,2010,12,11,12,41,2,1021,SE
8270,2010,12,11,13,36,2,1020,SE
8271,2010,12,11,14,49,2,1019,SE
8272,2010,12,11,15,47,2,1018,SE
8273,2010,12,11,16,46,1,1018,SE
8274,2010,12,11,17,34,-1,1018,SE
8275,2010,12,11,18,43,-2,1018,SE
8276,2010,12,11,19,53,-3,1018,SE
8277,2010,12,11,20,82,-3,1018,SE
8278,2010,12,11,21,116,-3,1018,SE
8279,2010,12,11,22,122,-4,1018,SE
8280,2010,12,11,23,119,-4,1018,cv
8281,2010,12,12,0,109,-5,1017,SE
8282,2010,12,12,1,131,-5,1017,cv
8283,2010,12,12,2,112,-5,1016,cv
8284,2010,12,12,3,115,-5,1015,SE
8285,2010,12,12,4,102,-5,1015,NW
8286,2010,12,12,5,105,-7,1015,NW
8287,2010,12,12,6,100,-6,1015,NW
8288,2010,12,12,7,101,-7,1015,NW
8289,2010,12,12,8,107,-5,1016,NW
8290,2010,12,12,9,94,-3,1017,NW
8291,2010,12,12,10,87,-1,1017,NW
8292,2010,12,12,11,100,0,1017,NW
8293,2010,12,12,12,95,1,1016,NW
8294,2010,12,12,13,101,2,1016,NW
8295,2010,12,12,14,104,2,1016,NW
8296,2010,12,12,15,118,2,1016,NE
8297,2010,12,12,16,117,2,1018,NW
8298,2010,12,12,17,113,1,1019,NE
8299,2010,12,12,18,109,-1,1020,NW
8300,2010,12,12,19,122,-1,1021,cv
8301,2010,12,12,20,139,-2,1022,cv
8302,2010,12,12,21,140,0,1023,cv
8303,2010,12,12,22,179,-1,1024,NE
8304,2010,12,12,23,171,0,1024,NE
8305,2010,12,13,0,140,-1,1025,NE
8306,2010,12,13,1,15,-2,1025,NE
8307,2010,12,13,2,11,-3,1027,NE
8308,2010,12,13,3,8,-4,1028,NE
8309,2010,12,13,4,6,-4,1028,NE
8310,2010,12,13,5,7,-5,1028,NE
8311,2010,12,13,6,10,-5,1029,NE
8312,2010,12,13,7,16,-6,1030,NE
8313,2010,12,13,8,13,-6,1030,NE
8314,2010,12,13,9,19,-5,1031,NE
8315,2010,12,13,10,19,-5,1031,NE
8316,2010,12,13,11,18,-5,1031,NE
8317,2010,12,13,12,17,-5,1030,NE
8318,2010,12,13,13,20,-4,1029,NE
8319,2010,12,13,14,15,-3,1029,NE
8320,2010,12,13,15,18,-3,1029,NE
8321,2010,12,13,16,18,-4,1029,NE
8322,2010,12,13,17,9,-5,1030,NE
8323,2010,12,13,18,17,-7,1031,NW
8324,2010,12,13,19,19,-6,1032,NE
8325,2010,12,13,20,22,-6,1032,NE
8326,2010,12,13,21,27,-6,1032,NE
8327,2010,12,13,22,21,-6,1033,NE
8328,2010,12,13,23,15,-7,1033,NE
8329,2010,12,14,0,16,-8,1034,NE
8330,2010,12,14,1,24,-9,1034,NE
8331,2010,12,14,2,17,-10,1034,NW
8332,2010,12,14,3,13,-11,1034,NW
8333,2010,12,14,4,20,-11,1033,NW
8334,2010,12,14,5,17,-11,1033,NW
8335,2010,12,14,6,19,-11,1034,NW
8336,2010,12,14,7,15,-11,1034,NW
8337,2010,12,14,8,23,-11,1035,NW
8338,2010,12,14,9,22,-7,1035,NW
8339,2010,12,14,10,20,-6,1036,NW
8340,2010,12,14,11,23,-6,1035,NW
8341,2010,12,14,12,22,-5,1034,NW
8342,2010,12,14,13,16,-4,1033,NW
8343,2010,12,14,14,16,-4,1033,NW
8344,2010,12,14,15,15,-4,1032,NW
8345,2010,12,14,16,16,-4,1033,NW
8346,2010,12,14,17,16,-4,1033,NW
8347,2010,12,14,18,17,-6,1034,NW
8348,2010,12,14,19,15,-6,1034,NW
8349,2010,12,14,20,16,-7,1036,NW
8350,2010,12,14,21,15,-7,1036,NW
8351,2010,12,14,22,8,-8,1037,NW
8352,2010,12,14,23,15,-8,1038,NW
8353,2010,12,15,0,11,-9,1037,NW
8354,2010,12,15,1,12,-9,1037,NW
8355,2010,12,15,2,14,-10,1037,NW
8356,2010,12,15,3,13,-11,1037,NW
8357,2010,12,15,4,13,-12,1037,NW
